gene	chr	X5SS	X3SS	strand	exon_go1	exon_go2	AFEPSI_go1	AFEPSI_go2	width	CPAbP	U1_dependent_CPAbP
ENSG00000163346	1	154947548	154956069	-	1:154956069-154956123	1:154947098-154947548	0.925531914893617	0.446808510638298	8521	Y	N
ENSG00000163374	1	155688774	155688930	-	1:155688930-155689000	1:155688071-155688774	0.23187790241511	0.76812209758489	156	N	N
ENSG00000163510	2	179993454	180006867	-	2:180006867-180007297	2:179993315-179993454	0.34249638026113	0.786856853569715	13413	Y	Y
ENSG00000163539	3	33560971	33717808	-	3:33717808-33718356	3:33560808-33560971	0.617615395023396	0.382384604976604	156837	Y	N
ENSG00000163634	3	63839779	63863504	-	3:63863504-63863868	3:63839656-63839779	0.226430193665182	0.773569806334818	23725	Y	Y
ENSG00000163694	4	40630316	40630463	-	4:40630463-40630875	4:40629978-40630316	0.609482020547945	0.22677654109589	147	N	N
ENSG00000163697	4	40822466	41214405	-	4:41214405-41214618	4:40821871-40822466	0.860294117647059	0.558823529411765	391939	Y	N
ENSG00000163785	3	134183403	134250423	-	3:134250423-134250744	3:134183002-134183403	0.897798742138365	0.613207547169811	67020	Y	N
ENSG00000163820	3	45962392	45995722	-	3:45995722-45995824	3:45962225-45962392	0.856521739130435	0.573913043478261	33330	Y	Y
ENSG00000163832	3	47513413	47513537	-	3:47513537-47513712	3:47512992-47513413	0.757676766725671	0.242323233274329	124	N	N
ENSG00000163848	3	125331238	125375102	-	3:125375102-125375354	3:125331158-125331238	0.635294117647059	0.864705882352941	43864	Y	N
ENSG00000163870	3	127590734	127590883	-	3:127590883-127591095	3:127590410-127590734	0.258545159591636	0.889164161103467	149	N	N
ENSG00000163900	3	185496981	185498843	-	3:185498843-185499057	3:185492276-185496981	0.539814814814815	0.787037037037037	1862	N	N
ENSG00000163939	3	52682233	52685749	-	3:52685749-52685917	3:52682092-52682233	0.185637299657902	0.229792091712815	3516	Y	Y
ENSG00000163947	3	57078815	57079226	-	3:57079226-57079329	3:57078547-57078815	0.895161290322581	0.419354838709677	411	N	N
ENSG00000164054	3	48473208	48503721	-	3:48503721-48504826	3:48473010-48473208	0.0757905590155752	0.924209440984425	30513	Y	N
ENSG00000164077	3	49929605	49929609	-	3:49929609-49930173	3:49929369-49929605	0.932291666666667	0.270833333333333	4	N	N
ENSG00000164237	5	10307603	10307625	-	5:10307625-10307902	5:10307515-10307603	0.782024222926816	0.486872927011227	22	N	N
ENSG00000164305	4	184638468	184649395	-	4:184649395-184649509	4:184638401-184638468	0.771691503438103	0.553035725906162	10927	Y	N
ENSG00000164535	7	6447971	6483967	-	7:6483967-6484190	7:6447748-6447971	0.963313889287285	0.0366861107127147	35996	Y	Y
ENSG00000164548	7	23506480	23531789	-	7:23531789-23532041	7:23506138-23506480	0.454461340910943	0.545538659089057	25309	Y	Y
ENSG00000164597	7	107558115	107563803	-	7:107563803-107564514	7:107557976-107558115	1	1	5688	N	N
ENSG00000164754	8	116874528	116874611	-	8:116874611-116874776	8:116874119-116874528	0.890976743822863	0.109023256177137	83	N	N
ENSG00000164877	7	1448033	1459184	-	7:1459184-1459470	7:1447575-1448033	0.798245614035088	0.5	11151	Y	N
ENSG00000164897	7	151083400	151083434	-	7:151083434-151083493	7:151083338-151083400	0.793204322207131	0.206795677792869	34	N	N
ENSG00000164919	8	99893623	99893639	-	8:99893639-99893707	8:99893319-99893623	0.575542029589002	0.424457970410998	16	N	N
ENSG00000164924	8	100953057	100953269	-	8:100953269-100953388	8:100952850-100953057	0.519466714404371	0.236141540647718	212	Y	N
ENSG00000164970	9	34401720	34458204	-	9:34458204-34458570	9:34401666-34401720	0.908602150537634	0.548387096774194	56484	Y	N
ENSG00000164985	9	15510329	15510817	-	9:15510817-15510995	9:15510117-15510329	0.172827279625978	0.440189498388535	488	N	N
ENSG00000165119	9	83980250	83980503	-	9:83980503-83980616	9:83980153-83980250	0.786332210240583	0.258443909162402	253	N	N
ENSG00000165169	X	37846358	37847481	-	X:37847481-37847571	X:37846317-37846358	0.856292517006803	0.346938775510204	1123	N	N
ENSG00000165209	9	123128258	123268436	-	9:123268436-123268586	9:123128214-123128258	0.901639344262295	0.590163934426229	140178	Y	Y
ENSG00000165322	10	31910563	31928683	-	10:31928683-31928876	10:31910525-31910563	1	1	18120	Y	N
ENSG00000165417	14	81220959	81221144	-	14:81221144-81221377	14:81220489-81220959	0.03125	0.933712121212121	185	N	N
ENSG00000165480	13	21172713	21176348	-	13:21176348-21176552	13:21172620-21172713	0.460665804783452	0.539334195216548	3635	N	N
ENSG00000165521	14	88658388	88696847	-	14:88696847-88696952	14:88658187-88658388	1	1	38459	Y	Y
ENSG00000165525	14	49789343	49852695	-	14:49852695-49852821	14:49789146-49789343	0.862837989019122	0.320364537615532	63352	Y	Y
ENSG00000165609	10	12170912	12195770	-	10:12195770-12196144	10:12170232-12170912	0.567362260420431	0.432637739579569	24858	Y	Y
ENSG00000165644	10	75234743	75235267	-	10:75235267-75236030	10:75234426-75234743	0.791450094161959	0.643088512241055	524	N	N
ENSG00000165669	10	118342240	118342270	-	10:118342270-118342328	10:118341727-118342240	0.690690465059329	0.483912709543846	30	N	N
ENSG00000165752	10	132307950	132331436	-	10:132331436-132331847	10:132307572-132307950	0.281030321633203	0.784445868842987	23486	Y	N
ENSG00000165804	14	21098655	21101704	-	14:21101704-21104216	14:21098312-21098655	0.387096774193548	0.612903225806452	3049	Y	N
ENSG00000165813	10	114127671	114174015	-	10:114174015-114174232	10:114127461-114127671	0.909722222222222	0.541666666666667	46344	Y	Y
ENSG00000165912	11	47180690	47186349	-	11:47186349-47186443	11:47180455-47180690	0.364562831696899	0.635437168303101	5659	Y	N
ENSG00000165914	14	90658387	90816175	-	14:90816175-90816479	14:90658304-90658387	0.885416666666667	0.458333333333333	157788	Y	Y
ENSG00000166173	15	70836505	70853889	-	15:70853889-70854157	15:70836295-70836505	0.898648648648649	0.405405405405405	17384	Y	N
ENSG00000166348	10	73625928	73625937	-	10:73625937-73625953	10:73625902-73625928	0.562432012432012	0.437567987567988	9	N	N
ENSG00000166444	11	8870917	8870954	-	11:8870954-8871418	11:8870835-8870917	0.942622950819672	0.229508196721311	37	N	N
ENSG00000166507	10	73808731	73811474	-	10:73811474-73811798	10:73807384-73808731	0.881578947368421	0.473684210526316	2743	Y	N
ENSG00000166548	16	66549860	66549938	-	16:66549938-66550412	16:66548978-66549860	0.87962962962963	0.481481481481481	78	N	N
ENSG00000166747	16	71808493	71808505	-	16:71808505-71809201	16:71808357-71808493	0.940552362555498	0.0799539014304115	12	N	N
ENSG00000166788	11	18090936	18105907	-	11:18105907-18106087	11:18090434-18090936	0.945906432748538	0.324561403508772	14971	Y	Y
ENSG00000166889	11	59666964	59668881	-	11:59668881-59669037	11:59666853-59666964	0.328186141915575	0.801998970419419	1917	N	N
ENSG00000166971	16	53494437	53502700	-	16:53502700-53503244	16:53494339-53494437	1	1	8263	Y	N
ENSG00000167110	9	128261259	128275893	-	9:128275893-128275995	9:128260076-128261259	0.360840530914706	0.236514522821577	14634	Y	N
ENSG00000167272	12	120581336	120581343	-	12:120581343-120581402	12:120580596-120581336	0.423725095653105	0.576274904346895	7	N	N
ENSG00000167302	17	81230678	81236659	-	17:81236659-81239091	17:81230544-81230678	1	1	5981	Y	N
ENSG00000167393	X	362332	386368	-	X:386368-386955	X:362255-362332	0.952991452991453	0.282051282051282	24036	Y	N
ENSG00000167397	16	31094549	31094557	-	16:31094557-31094956	16:31094235-31094549	0.64930432161347	0.35069567838653	8	N	N
ENSG00000167522	16	89418499	89490245	-	16:89490245-89490561	16:89418284-89418499	0.595012626262626	0.640151515151515	71746	Y	Y
ENSG00000167528	12	48350771	48350786	-	12:48350786-48350891	12:48350046-48350771	0.681481039195393	0.379700395403763	15	N	N
ENSG00000167632	8	140457744	140458281	-	8:140458281-140458579	8:140457639-140457744	0.314285714285714	0.947619047619048	537	N	N
ENSG00000167645	19	38315799	38315860	-	19:38315860-38315947	19:38315425-38315799	0.150618760324643	0.885706026000144	61	N	N
ENSG00000167699	17	777692	781863	-	17:781863-782451	17:776868-777692	0.332898590243503	0.667101409756497	4171	Y	N
ENSG00000167747	19	50804558	50804572	-	19:50804572-50804929	19:50804467-50804558	0.330432766899644	0.310745824127914	14	Y	N
ENSG00000167807	19	10315768	10315852	-	19:10315852-10316009	19:10315705-10315768	0.615655577299413	0.922896281800391	84	N	N
ENSG00000167994	11	61908306	61917357	-	11:61917357-61917566	11:61908054-61908306	0.853932584269663	0.876404494382023	9051	Y	N
ENSG00000168056	11	65552982	65557629	-	11:65557629-65558930	11:65552860-65552982	1	1	4647	N	N
ENSG00000168259	17	42000570	42017340	-	17:42017340-42017439	17:42000482-42000570	0.117790103095179	0.220665499124343	16770	Y	N
ENSG00000168394	6	32853014	32853039	-	6:32853039-32853978	6:32852981-32853014	0.762605356283571	0.237394643716429	25	N	N
ENSG00000168453	8	22118445	22130428	-	8:22130428-22131052	8:22116875-22118445	0.866666666666667	0.533333333333333	11983	Y	N
ENSG00000168575	8	42541512	42541538	-	8:42541538-42541711	8:42540915-42541512	0.456915624355796	0.441340189597692	26	N	N
ENSG00000168758	2	96865764	96869876	-	2:96869876-96870080	2:96865666-96865764	0.75791910331384	0.711013645224172	4112	N	N
ENSG00000168781	15	43590155	43590172	-	15:43590172-43590253	15:43589882-43590155	0.5	0.75	17	N	N
ENSG00000168802	16	69132146	69132484	-	16:69132484-69132578	16:69132089-69132146	0.871338313169375	0.128661686830625	338	N	N
ENSG00000169020	4	673821	674212	-	4:674212-674330	4:673303-673821	0.15330907389251	0.84669092610749	391	Y	N
ENSG00000169045	5	179618060	179622849	-	5:179622849-179624669	5:179617799-179618060	0.410532994923858	0.931577834179357	4789	Y	N
ENSG00000169084	X	2500976	2502761	-	X:2502761-2502805	X:2500817-2500976	0.158449669618922	0.513387556853349	1785	N	N
ENSG00000169223	5	177337524	177351173	-	5:177351173-177351668	5:177337363-177337524	0.810063212468357	0.576141964011977	13649	Y	N
ENSG00000169246	16	21411341	21424763	-	16:21424763-21425476	16:21411242-21411341	0.442548421197623	0.747035648556118	13422	N	N
ENSG00000169398	8	141001122	141001125	-	8:141001125-141001379	8:141000880-141001122	0.59655014865417	0.335780678413499	3	Y	N
ENSG00000169567	5	131160884	131165060	-	5:131165060-131165341	5:131160656-131160884	0.997060552616108	0.0117577895355673	4176	N	N
ENSG00000169718	17	82065545	82065613	-	17:82065613-82065887	17:82064823-82065545	0.0967920195946267	0.903207980405373	68	N	N
ENSG00000169813	10	43408882	43409090	-	10:43409090-43409166	10:43408727-43408882	0.501657014969394	0.0361392265317749	208	N	N
ENSG00000169855	3	78688781	79018407	-	3:79018407-79019459	3:78688648-78688781	0.791031809676557	0.626904570970329	329626	Y	N
ENSG00000169905	1	179869196	179877693	-	1:179877693-179877803	1:179867527-179869196	0.89352517426712	0.159338261856228	8497	Y	N
ENSG00000169919	7	65981971	65981974	-	7:65981974-65982215	7:65981851-65981971	0.695306460005947	0.304693539994053	3	N	N
ENSG00000170264	2	61827258	61853859	-	2:61853859-61854143	2:61827104-61827258	0.884615384615385	0.692307692307692	26601	Y	Y
ENSG00000170266	3	33096835	33097011	-	3:33097011-33097202	3:33096719-33096835	0.784259190149995	0.215740809850005	176	N	N
ENSG00000170421	12	52926469	52949216	-	12:52949216-52949954	12:52926412-52926469	0.429582762013736	0.00796178343949045	22747	Y	N
ENSG00000170473	12	55927267	55927725	-	12:55927725-55927894	12:55927076-55927267	0.82832301797819	0.296345417035072	458	Y	N
ENSG00000170540	16	18801424	18801431	-	16:18801431-18801572	16:18801199-18801424	0.725394432007062	0.274605567992938	7	N	N
ENSG00000170558	18	27963521	28176963	-	18:28176963-28177130	18:27963357-27963521	0.833333333333333	0.5	213442	Y	N
ENSG00000170581	12	56355532	56360058	-	12:56360058-56360167	12:56355443-56355532	0.813725490196078	0.558823529411765	4526	Y	N
ENSG00000170584	5	163459836	163459862	-	5:163459862-163460102	5:163458995-163459836	0.65915657731868	0.340843422681319	26	N	N
ENSG00000170619	8	144853067	144853372	-	8:144853372-144853736	8:144852726-144853067	0.112061373347729	0.860699346807658	305	Y	N
ENSG00000170653	12	53626000	53626279	-	12:53626279-53626410	12:53625951-53626000	0.952142857142857	0.113571428571429	279	N	N
ENSG00000170854	3	97967632	97971914	-	3:97971914-97972457	3:97967162-97967632	0.874183006535948	0.754901960784314	4282	N	N
ENSG00000171097	9	128845517	128881897	-	9:128881897-128882036	9:128845353-128845517	1	1	36380	Y	N
ENSG00000171163	1	248858860	248858918	-	1:248858918-248859144	1:248857234-248858860	1	1	58	N	N
ENSG00000171421	5	1799750	1799771	-	5:1799771-1799895	5:1799077-1799750	0.897952007294991	0.102047992705009	21	N	N
ENSG00000171551	2	232486754	232487719	-	2:232487719-232487834	2:232485868-232486754	0.242329742026749	0.757670257973251	965	N	N
ENSG00000171552	20	31723098	31723735	-	20:31723735-31723989	20:31722618-31723098	0.342389210715128	0.657610789284872	637	N	N
ENSG00000171940	20	53583168	53593756	-	20:53593756-53593839	20:53581461-53583168	1	1	10588	Y	N
ENSG00000171988	10	63465977	63521738	-	10:63521738-63521850	10:63465495-63465977	0.810668498168498	0.211538461538462	55761	Y	Y
ENSG00000172037	3	49128819	49132792	-	3:49132792-49133118	3:49128458-49128819	0.902631578947368	0.389473684210526	3973	Y	N
ENSG00000172115	7	25124127	25124996	-	7:25124996-25125260	7:25123951-25124127	0.188402604952993	0.811597395047007	869	Y	N
ENSG00000172301	17	31859074	31859101	-	17:31859101-31859291	17:31858758-31859074	0.794824505785225	0.205175494214775	27	N	N
ENSG00000172432	6	43627017	43628977	-	6:43628977-43629264	6:43626922-43627017	0.912163013353489	0.261841773746536	1960	Y	N
ENSG00000172534	X	153953770	153970648	-	X:153970648-153971818	X:153953607-153953770	0.520284842186544	0.479715157813456	16878	Y	N
ENSG00000172765	3	129857405	129893494	-	3:129893494-129893606	3:129857248-129857405	0.928571428571429	0.428571428571429	36089	Y	N
ENSG00000172819	12	53220413	53231974	-	12:53231974-53232256	12:53219950-53220413	0.430814846337722	0.569185153662278	11561	Y	N
ENSG00000172845	2	173964219	173965165	-	2:173965165-173965702	2:173963761-173964219	0.87202380952381	0.767857142857143	946	N	N
ENSG00000173039	11	65662793	65662826	-	11:65662826-65663090	11:65661408-65662793	0.887057387057387	0.677655677655678	33	N	N
ENSG00000173145	10	94340496	94362830	-	10:94362830-94362959	10:94340433-94340496	0.870646766169154	0.517412935323383	22334	Y	Y
ENSG00000173226	3	121788432	121834966	-	3:121834966-121835079	3:121788284-121788432	0.597560975609756	0.902439024390244	46534	Y	N
ENSG00000173230	3	121749163	121749632	-	3:121749632-121749767	3:121749010-121749163	0.796772131671461	0.242857142857143	469	N	N
ENSG00000173473	3	47635344	47781603	-	3:47781603-47781893	3:47635190-47635344	0.483826733257374	0.516173266742626	146259	Y	Y
ENSG00000173545	5	16463270	16465041	-	5:16465041-16465800	5:16463108-16463270	0.878409090909091	0.486363636363636	1771	Y	N
ENSG00000173588	12	94331829	94459557	-	12:94459557-94459988	12:94331686-94331829	0.777277577697746	0.530412164865946	127728	Y	Y
ENSG00000173599	11	66952468	66958322	-	11:66958322-66958386	11:66952296-66952468	0.695423091279754	0.520967927182933	5854	Y	N
ENSG00000173801	17	41786209	41786503	-	17:41786503-41786765	17:41785903-41786209	0.913007968523049	0.086992031476951	294	N	N
ENSG00000173889	3	170178938	170181687	-	3:170181687-170181749	3:170178773-170178938	0.798913043478261	0.804347826086957	2749	N	N
ENSG00000173905	3	168027837	168095099	-	3:168095099-168095924	3:168027728-168027837	0.839180327868853	0.381639344262295	67262	Y	N
ENSG00000174238	17	1541640	1562541	-	17:1562541-1562792	17:1541566-1541640	0.789641176139822	0.251157434971289	20901	Y	N
ENSG00000174282	17	7479631	7484004	-	17:7484004-7484263	17:7479456-7479631	0.606836182438071	0.502254726652838	4373	Y	N
ENSG00000174501	2	95986924	95991512	-	2:95991512-95991831	2:95986623-95986924	1	1	4588	Y	N
ENSG00000174606	1	213015493	213015609	-	1:213015609-213015867	1:213015226-213015493	0.668800919886138	0.331199080113862	116	N	N
ENSG00000174669	11	66369199	66371563	-	11:66371563-66371820	11:66369060-66369199	0.80515873015873	0.38968253968254	2364	Y	N
ENSG00000174744	11	66340213	66344972	-	11:66344972-66345125	11:66340121-66340213	0.944252873563218	0.33448275862069	4759	Y	N
ENSG00000174839	3	57631184	57692782	-	3:57692782-57693077	3:57630925-57631184	0.909604519774011	0.542372881355932	61598	Y	Y
ENSG00000175029	10	125160520	125160827	-	10:125160827-125161170	10:125160319-125160520	0.257565592068366	0.660895731668282	307	N	N
ENSG00000175106	17	15553829	15563437	-	17:15563437-15563595	17:15553685-15553829	1	1	9608	Y	N
ENSG00000175265	15	34398729	34437398	-	15:34437398-34437466	15:34398634-34398729	0.165945329601495	0.304142096918617	38669	Y	N
ENSG00000175305	8	94894650	94895177	-	8:94895177-94895254	8:94894208-94894650	0.355714285714286	0.644285714285714	527	N	N
ENSG00000175348	11	8964442	8964890	-	11:8964890-8965011	11:8964209-8964442	0.365853658536585	0.908536585365854	448	N	N
ENSG00000175387	18	47930659	47930796	-	18:47930796-47931146	18:47930252-47930659	0.271054922561041	0.728945077438959	137	N	N
ENSG00000175455	3	123949575	123961144	-	3:123961144-123961408	3:123949384-123949575	0.963888888888889	0.216666666666667	11569	Y	Y
ENSG00000175567	11	73977064	73982721	-	11:73982721-73983246	11:73976823-73977064	0.767248973755823	0.698253078732531	5657	N	N
ENSG00000175792	3	128104924	128123584	-	3:128123584-128123812	3:128104773-128104924	0.6447093771759	0.535537536404346	18660	Y	N
ENSG00000175832	17	43545713	43546185	-	17:43546185-43546340	17:43545274-43545713	1	1	472	N	N
ENSG00000176018	5	90525300	90529448	-	5:90529448-90529584	5:90525035-90525300	1	1	4148	N	N
ENSG00000176092	1	26336383	26354036	-	1:26354036-26354785	1:26336338-26336383	1	1	17653	N	N
ENSG00000176105	18	812357	812384	-	18:812384-812546	18:812114-812357	0.0454545454545455	0.992424242424242	27	N	N
ENSG00000176155	17	82152299	82212780	-	17:82212780-82212830	17:82151560-82152299	0.667613239311353	0.572180928784702	60481	Y	N
ENSG00000176225	18	70142387	70205628	-	18:70205628-70205726	18:70142288-70142387	0.366666666666667	0.633333333333333	63241	Y	N
ENSG00000176261	1	32632058	32650402	-	1:32650402-32650903	1:32631825-32632058	0.958015267175573	0.251908396946565	18344	Y	N
ENSG00000176454	15	34366981	34366987	-	15:34366987-34367196	15:34366914-34366981	0.807499518025834	0.328224407171776	6	N	N
ENSG00000176485	11	63614369	63614385	-	11:63614385-63614469	11:63614000-63614369	0.15701693776852	0.84298306223148	16	N	N
ENSG00000176623	8	86486643	86508492	-	8:86508492-86508686	8:86486484-86486643	0.80906709481156	0.56701030927835	21849	Y	N
ENSG00000176834	12	118104011	118135857	-	12:118135857-118136026	12:118103593-118104011	0.276495837294385	0.835436291879123	31846	Y	Y
ENSG00000176974	17	18363346	18363372	-	17:18363372-18363563	17:18362988-18363346	0.746794702996749	0.253205297003251	26	N	N
ENSG00000176978	9	137113715	137114243	-	9:137114243-137114733	9:137113361-137113715	0.954911433172303	0.270531400966184	528	N	N
ENSG00000177000	1	11791326	11802881	-	1:11802881-11804532	1:11791207-11791326	0.848484848484849	0.606060606060606	11555	Y	N
ENSG00000177051	19	45723496	45730849	-	19:45730849-45730896	19:45723473-45723496	0.860310421286031	0.328159645232816	7353	Y	Y
ENSG00000177150	18	13682105	13726329	-	18:13726329-13726663	18:13681605-13682105	1	1	44224	Y	Y
ENSG00000177425	12	79690391	79690872	-	12:79690872-79690964	12:79689729-79690391	0.603972457627119	0.896027542372881	481	N	N
ENSG00000177548	16	28924827	28925103	-	16:28925103-28925684	16:28924403-28924827	0.878787878787879	0.727272727272727	276	N	N
ENSG00000177565	3	177196484	177197121	-	3:177197121-177197396	3:177196340-177196484	0.915472090408089	0.084527909591911	637	N	N
ENSG00000177576	18	49483771	49487043	-	18:49487043-49487252	18:49483584-49483771	1	1	3272	N	N
ENSG00000177628	1	155241275	155244506	-	1:155244506-155244699	1:155241086-155241275	0.168489803516778	0.831510196483223	3231	Y	N
ENSG00000177885	17	75405486	75405489	-	17:75405489-75405709	17:75404841-75405486	0.676696215898728	0.323303784101272	3	N	N
ENSG00000178209	8	143973529	143976703	-	8:143976703-143976734	8:143973403-143973529	0.0871493474773917	0.230744011176887	3174	Y	N
ENSG00000178951	19	4065732	4066682	-	19:4066682-4066899	19:4065430-4065732	0.347029980483592	0.652970019516408	950	N	N
ENSG00000179051	1	17438561	17439545	-	1:17439545-17439677	1:17438230-17438561	0.381733540126521	0.737863001660223	984	Y	N
ENSG00000179094	17	8152435	8156307	-	17:8156307-8156506	17:8152337-8152435	1	1	3872	Y	N
ENSG00000179119	11	18634389	18634690	-	11:18634690-18634791	11:18634198-18634389	0.2	0.966666666666667	301	N	N
ENSG00000179348	3	128487921	128488352	-	3:128488352-128488530	3:128487711-128487921	0.131313131313131	0.978114478114478	431	N	N
ENSG00000179604	17	73311512	73311893	-	17:73311893-73312005	17:73310881-73311512	0.682885939859328	0.317114060140672	381	N	N
ENSG00000179912	12	57395818	57430720	-	12:57430720-57431005	12:57395749-57395818	0.906976744186046	0.558139534883721	34902	Y	N
ENSG00000179950	8	143824460	143829280	-	8:143829280-143829352	8:143824313-143824460	0.557795531046246	0.673658474888472	4820	N	N
ENSG00000180182	X	40735542	40735722	-	X:40735722-40735858	X:40735198-40735542	0.366666666666667	0.938888888888889	180	N	N
ENSG00000180229	15	20477056	20506108	-	15:20506108-20506180	15:20476925-20477056	0.199006576670128	0.240740740740741	29052	Y	N
ENSG00000180263	12	95108561	95217225	-	12:95217225-95217482	12:95108503-95108561	0.717622655122655	0.3379329004329	108664	Y	N
ENSG00000180398	2	46915816	46941572	-	2:46941572-46941855	2:46915723-46915816	0.193995545666021	0.806004454333979	25756	Y	Y
ENSG00000180747	16	21473249	21519828	-	16:21519828-21520444	16:21473124-21473249	0.51210139927815	0.0786211714984548	46579	Y	Y
ENSG00000180957	22	27914347	27919102	-	22:27919102-27919306	22:27914317-27914347	0.645588330266452	0.130171755813466	4755	Y	N
ENSG00000181061	3	42804433	42804436	-	3:42804436-42804531	3:42804172-42804433	0.535851438726273	0.464148561273727	3	N	N
ENSG00000181381	4	168419397	168480377	-	4:168480377-168480514	4:168419302-168419397	0.916666666666667	0.5	60980	Y	Y
ENSG00000181404	9	18174	24851	-	9:24851-25004	9:18028-18174	0.903508771929824	0.789473684210526	6677	N	N
ENSG00000181555	3	47126663	47163854	-	3:47163854-47163967	3:47126648-47126663	0.836998763469352	0.501678148736972	37191	Y	Y
ENSG00000181826	4	37647439	37686200	-	4:37686200-37686376	4:37647368-37647439	0.333333333333333	0.888888888888889	38761	Y	Y
ENSG00000181929	12	49013110	49018524	-	12:49018524-49018807	12:49012613-49013110	0.407084297914789	0.592915702085211	5414	Y	N
ENSG00000182473	17	76086145	76103633	-	17:76103633-76103787	17:76086080-76086145	0.909270216962525	0.544378698224852	17488	Y	N
ENSG00000182518	X	55161119	55161137	-	X:55161137-55161310	X:55160743-55161119	0.459459459459459	0.77027027027027	18	N	N
ENSG00000182718	15	60387097	60397871	-	15:60397871-60398043	15:60385557-60387097	0.46023178455764	0.53976821544236	10774	Y	N
ENSG00000182827	1	226161689	226186390	-	1:226186390-226186741	1:226161531-226161689	0.386154324765634	0.613845675234366	24701	Y	N
ENSG00000182986	19	52893927	52897510	-	19:52897510-52897693	19:52893779-52893927	0.896135265700483	1	3583	N	N
ENSG00000183011	17	7857891	7885165	-	17:7885165-7885238	17:7856985-7857891	0.0504384459376391	0.949561554062361	27274	Y	N
ENSG00000183054	2	110540190	110576953	-	2:110576953-110577185	2:110540055-110540190	0.15387481759433	0.88299371134737	36763	Y	Y
ENSG00000183092	14	100568141	100587249	-	14:100587249-100587413	14:100567911-100568141	0.722222222222222	0.851851851851852	19108	Y	N
ENSG00000183336	16	29444499	29454191	-	16:29454191-29454964	16:29444398-29444499	0.970095693779904	0.179425837320574	9692	Y	N
ENSG00000183337	X	40097979	40177007	-	X:40177007-40177329	X:40097215-40097979	1	1	79028	Y	Y
ENSG00000183479	X	153462671	153470450	-	X:153470450-153470587	X:153462610-153462671	0.913502109704641	0.518987341772152	7779	Y	N
ENSG00000183530	22	31738911	31749993	-	22:31749993-31750140	22:31738387-31738911	0.500467789361133	0.814688585939588	11082	Y	Y
ENSG00000183576	14	99459185	99480728	-	14:99480728-99480889	14:99459113-99459185	0.426723779032376	0.573276220967624	21543	Y	N
ENSG00000183604	16	30294187	30305790	-	16:30305790-30305953	16:30294115-30294187	0.359282690661939	0.235294117647059	11603	N	N
ENSG00000183793	16	15365634	15373715	-	16:15373715-15373843	16:15365574-15365634	0.694893292723157	0.305106707276843	8081	N	N
ENSG00000183814	1	226301205	226309109	-	1:226309109-226309869	1:226301173-226301205	0.962962962962963	0.222222222222222	7904	Y	N
ENSG00000183891	2	19901641	19901706	-	2:19901706-19901983	2:19901030-19901641	0.848484848484848	0.454545454545455	65	N	N
ENSG00000184470	22	19884504	19931030	-	22:19931030-19931098	22:19883325-19884504	1	1	46526	Y	N
ENSG00000184924	2	24793090	24793126	-	2:24793126-24793382	2:24792384-24793090	0.908737276757837	0.0912627232421631	36	N	N
ENSG00000185024	14	105248911	105300446	-	14:105300446-105301278	14:105246866-105248911	0.51089411054425	0.154929577464789	51535	Y	N
ENSG00000185104	1	50959738	50959767	-	1:50959767-50960267	1:50959672-50959738	0.877318774642088	0.122681225357912	29	Y	N
ENSG00000185164	16	18538964	18561876	-	16:18561876-18562211	16:18538859-18538964	0.150361035863455	0.11835935825286	22912	N	N
ENSG00000185485	3	195977251	195990190	-	3:195990190-195990318	3:195977083-195977251	0.701482479784367	0.597035040431267	12939	N	N
ENSG00000185499	1	155188987	155192786	-	1:155192786-155192916	1:155188163-155188987	0.746009744623656	0.594002016129032	3799	N	N
ENSG00000185567	14	104970481	104978183	-	14:104978183-104978374	14:104970456-104970481	0.839265850945495	0.741101223581758	7702	Y	N
ENSG00000185658	21	39313101	39313443	-	21:39313443-39313819	21:39313072-39313101	0.917857142857143	0.328571428571429	342	N	N
ENSG00000185710	16	21916024	21919065	-	16:21919065-21919156	16:21915861-21916024	0.287646830875606	0.414697138052194	3041	N	N
ENSG00000185825	X	153724113	153724201	-	X:153724201-153724435	X:153723508-153724113	0.915651013868114	0.0986546267388125	88	N	N
ENSG00000185864	16	21852220	21863783	-	16:21863783-21864103	16:21851770-21852220	0.0551181102362205	0.596609765121531	11563	Y	N
ENSG00000185986	5	1579484	1594395	-	5:1594395-1594620	5:1579277-1579484	0.506292329981846	0.493707670018154	14911	Y	N
ENSG00000185989	13	114015332	114132435	-	13:114132435-114132623	13:114015209-114015332	0.901826484018265	0.589041095890411	117103	Y	Y
ENSG00000186532	17	1783863	1829726	-	17:1829726-1829902	17:1783360-1783863	0.896825396825397	0.412698412698413	45863	Y	N
ENSG00000186625	6	149604782	149648469	-	6:149648469-149648751	6:149604661-149604782	0.420068816538889	0.579931183461111	43687	Y	Y
ENSG00000186635	11	72722358	72752328	-	11:72752328-72752403	11:72721850-72722358	0.638618774319828	0.361381225680172	29970	N	N
ENSG00000186866	21	45270094	45287741	-	21:45287741-45287898	21:45269839-45270094	0.875	0.5	17647	Y	N
ENSG00000187109	12	76084094	76084567	-	12:76084567-76084958	12:76083833-76084094	0.30259540346296	0.012396694214876	473	N	N
ENSG00000187498	13	110192913	110306944	-	13:110306944-110307157	13:110192830-110192913	0.373031000058142	0.566548090233779	114031	Y	N
